ident,type,name,municipality,latitude,longitude,region,takeoffs,landings,total,count_destinations
9CO7,small_airport,Beaugh Airport,Kersey, 40.340599060058594,-104.572998046875,unkown,41,32,73,20
9CO8,small_airport,Herrick Airport,Kiowa, 39.2793,-104.34315,unkown,27,30,57,9
9FD2,small_airport,Blackwater Creek Ultralightport,Plant City, 28.136999130249023,-82.14649963378906,unkown,253,271,524,67
9FD5,small_airport,Thompson's Goinbroke Aero Ranch Airport,Citra, 29.386600494384766,-82.14289855957031,unkown,4,3,7,3
9FD7,small_airport,Fort Atkinson Plantation Airpark,Day, 30.196225,-83.309044,unkown,1,0,1,1
9FL1,small_airport,Flying W Airranch Airport,Bushnell, 28.6835994720459,-82.15760040283203,unkown,10,16,26,4
9FL2,small_airport,Saranac Farm Airport,Havana, 30.65250015258789,-84.47470092773438,unkown,2,25,27,2
9FL5,small_airport,Shady Bend Airport,Bell, 29.81410026550293,-82.92569732666016,unkown,0,1,1,0
9FL7,small_airport,Oasis Ranger Station-U.S. Government Airport,Everglades City, 25.8572998046875,-81.03450012207031,unkown,7,66,73,6
9GA0,small_airport,Brown Field,Zebulon, 33.057098388671875,-84.34239959716797,unkown,11,16,27,10
9GA1,small_airport,Briar Patch Airport,Clyo, 32.44889831542969,-81.33689880371094,unkown,0,1,1,0
9GA2,small_airport,Berg Park Aerodrome,Midway, 31.8025,-81.3975,unkown,7,19,26,6
9GA6,small_airport,Brookline - Meadowmere Airport,Milledgeville, 33.0978012085,-83.40470123290001,unkown,17,102,119,13
9GA8,small_airport,Chinaberry Ranch Airport,East Dublin, 32.693599700927734,-82.8989028930664,unkown,0,1,1,0
9GA9,small_airport,Deerfield Landing Airport,Eatonton, 33.218101501464844,-83.31719970703125,unkown,53,105,158,32
9GE7,small_airport,Neely Farms Airport,Covington, 33.531389,-83.791944,unkown,50,24,74,18
9II1,small_airport,Short Stop Airport,Hatfield, 37.89970016479492,-87.2177963256836,unkown,13,53,66,12
9II2,small_airport,Nelund Field,Mishawaka, 41.6875,-86.15499877929688,unkown,259,606,865,122
9II3,small_airport,Dillon Airport,North Liberty, 41.5625,-86.47219848632812,unkown,9,9,18,5
9II4,small_airport,Cruzan Field,Arcadia, 40.17250061035156,-85.9447021484375,unkown,10,15,25,6
9II8,small_airport,Francis Airport,Holton, 39.08610153198242,-85.37110137939453,unkown,4,11,15,4
9IL0,small_airport,Villiger Restricted Landing Area,Henry, 41.09450149536133,-89.38619995117188,unkown,4,12,16,4
9IL2,small_airport,Routh Airport,St Joseph, 40.064998626708984,-88.02639770507812,unkown,19,19,38,2
9IL3,small_airport,Wm Quinton Restricted Landing Area,Heyworth, 40.28200149536133,-89.029296875,unkown,0,2,2,0
9IL4,small_airport,Thompson Airport,Steward, 41.80720138549805,-89.04810333251953,unkown,4,8,12,4
9IL6,small_airport,Weishaupt Airport,Mackinaw, 40.513099670410156,-89.36730194091797,unkown,49,155,204,22
9IL7,small_airport,Black Airport,Hillsdale, 41.50979995727539,-90.18209838867188,unkown,5,34,39,5
9IN2,small_airport,New Liberty Field,New Liberty, 38.55830001831055,-85.86530303955078,unkown,32,50,82,11
9IN3,closed,Johnsons Strawberry Farm Airport,Hobart, 41.5569,-87.226402,unkown,26,59,85,17
9IN4,small_airport,Bandmill Field,Decker, 38.53419876098633,-87.59190368652344,unkown,1,4,5,1
9IN6,small_airport,Garrard Airport,Montezuma, 39.84080123901367,-87.33940124511719,unkown,0,5,5,0
9IN7,small_airport,Zupancic Field,Morgantown, 39.354698181152344,-86.30690002441406,unkown,2,5,7,2
9IN8,small_airport,Green Field,Churubusco, 41.22919845581055,-85.35810089111328,unkown,1,1,2,1
9IN9,small_airport,Gessie Airport,Gessie, 40.07780075073242,-87.51529693603516,unkown,12,8,20,11
9IS2,small_airport,Schertz Field,Gibson City, 40.482200622558594,-88.2676010131836,unkown,12,21,33,7
9IS5,small_airport,J & Y Ultralightport,Dixon, 41.85810089111328,-89.40730285644531,unkown,7,12,19,5
9IS9,small_airport,Johnston Airport,Heyworth, 40.3344993591,-88.9553985596,unkown,4,4,8,2
9KS1,small_airport,Hartland Airport,Wellsville, 38.6594444,-95.0922222,unkown,24,27,51,15
9KS7,small_airport,Miller Airport,Harris, 38.277801513671875,-95.44329833984375,unkown,2,1,3,2
9KS9,small_airport,Dmh Airport,Salina, 38.79079818725586,-97.61830139160156,unkown,2,2,4,2
9LL0,small_airport,Krutmeier Airport,Payson, 39.81999969482422,-91.22100067138672,unkown,89,15,104,23
9LL2,small_airport,Hepp Airport,Cutler, 38.03369903564453,-89.57929992675781,unkown,19,57,76,14
9LL5,small_airport,Tommy's Airpark,Edinburg, 39.651100158691406,-89.45860290527344,unkown,4,4,8,4
9LL9,small_airport,Townley Farms Airport,Mattoon, 39.48469924926758,-88.46939849853516,unkown,35,22,57,26
9MD9,small_airport,G W Farm Airport,Denton, 38.85200119018555,-75.68930053710938,unkown,24,42,66,16
9MI2,small_airport,Newport Woods Airport,Newport, 41.98789978027344,-83.30760192871094,unkown,19,48,67,16
9MI5,small_airport,Grass Roots STOLport,Millington, 43.23780059814453,-83.52439880371094,unkown,25,39,64,12
9MI6,closed,Trollman's Field,Fenton, 42.739201,-83.754997,unkown,49,60,109,16
9MN1,small_airport,Troll Farm Airport,Cambridge, 45.61159896850586,-93.19740295410156,unkown,16,10,26,11
9MN6,small_airport,Merill L Harris Field,Jordan, 44.64339828491211,-93.69969940185547,unkown,97,110,207,26
9MO3,small_airport,Lawlor-Justus Airport,Faucett, 39.641700744628906,-94.8135986328125,unkown,8,13,21,5
9MO4,small_airport,Worth Airport,Savannah, 39.97919845581055,-94.8739013671875,unkown,5,12,17,5
9MO5,small_airport,Wakefield Wings Airport,Sparta, 37.061199,-93.099297,unkown,3,1,4,2
9NC0,small_airport,Raleigh East Airport,Knightdale, 35.797698974609375,-78.43699645996094,unkown,26,76,102,15
9NC2,small_airport,Flyers Airpark,Linden, 35.21820068359375,-78.79640197753906,unkown,19,9,28,11
9NC3,small_airport,Edwards Airport,Monroe, 35.07080078125,-80.56639862060547,unkown,155,51,206,84
9NC4,small_airport,Jiles Field,Gates, 36.5093994140625,-76.66419982910156,unkown,4,15,19,2
9NC6,small_airport,Sandy Run Acres Airport,Maco, 34.274898529052734,-78.16079711914062,unkown,6,113,119,6
9NC7,small_airport,Willow Creek Airport,Mt Pleasant, 35.36970138549805,-80.44000244140625,unkown,20,25,45,17
9NC8,small_airport,Eagles Landing Airport,Pittsboro, 35.6869010925293,-79.21880340576172,unkown,42,24,66,19
9NC9,small_airport,Meylor Field,Greensboro, 36.21009826660156,-79.8949966430664,unkown,546,454,1000,136
9NE2,small_airport,Folkerts Airport,Carleton, 40.29169845581055,-97.72250366210938,unkown,1,3,4,1
9NE4,small_airport,Johnston Field,Lindsay, 41.70330047607422,-97.74449920654297,unkown,13,40,53,8
9NE6,small_airport,Bates Airpark,Omaha, 41.33829879760742,-96.08809661865234,unkown,7,7,14,7
9NE9,small_airport,Dog Leg Airport,Hebron, 40.194400787353516,-97.56700134277344,unkown,2,9,11,2
9NJ5,small_airport,Stallone Airport,Harrisonville, 39.68009948730469,-75.25240325927734,unkown,1,4,5,1
9NJ6,small_airport,Halka Nurseries Airport,Fairton, 39.36640167236328,-75.26830291748047,unkown,3,5,8,3
9NJ8,small_airport,High Meadow Farms Airport,Hope, 40.89590072631836,-74.99960327148438,unkown,26,15,41,17
9NK4,small_airport,Greig Farm Airport,Red Hook, 42.024318,-73.856292,unkown,23,44,67,12
9NR7,small_airport,Triple F Airpark,Salemburg, 35.018333,-78.565833,unkown,61,54,115,40
9NR8,small_airport,Buie Field,Red Springs, 34.793333,-79.193611,unkown,52,91,143,34
9NY4,small_airport,Kennedy Airfield,Kennedy, 42.100799560546875,-79.08180236816406,unkown,4,5,9,2
9NY6,small_airport,Mason Airway Airport,Treadwell, 42.324798583984375,-74.98629760742188,unkown,0,1,1,0
9NY7,small_airport,Hart Airport,Perth, 43.032901763916016,-74.1510009765625,unkown,2,1,3,2
9OA3,small_airport,Bellville Dam Landing Strip,Long Bottom, 39.08340072631836,-81.77760314941406,unkown,5,7,12,5
9OA4,small_airport,Gilmer Airport,Lewisburg, 39.830299377441406,-84.50969696044922,unkown,18,10,28,15
9OA5,small_airport,Buckeye Executive Airport,Hebron, 39.962318420410156,-82.54998016357422,unkown,22,16,38,13
9OA8,small_airport,Crocker Airport,Columbia Station, 41.28229904174805,-81.9489974975586,unkown,43,78,121,14
9OA9,small_airport,Bender Airport,Bellville, 40.62139892578125,-82.53379821777344,unkown,53,68,121,30
9OH1,small_airport,Haar Airport,Elmore, 41.454200744628906,-83.26519775390625,unkown,0,3,3,0
9OH2,small_airport,Toussaint Airpark,Elmore, 41.51559829711914,-83.30580139160156,unkown,0,2,2,0
9OH4,small_airport,Richards Airport,Elyria, 41.403900146484375,-82.10649871826172,unkown,0,7,7,0
9OH6,closed,Weaver Airport,Findlay, 41.035301,-83.569001,unkown,5,5,10,5
9OH7,small_airport,Lutz Airport,Findlay, 40.961700439453125,-83.59519958496094,unkown,7,5,12,5
9OH9,small_airport,Forest Field,Forest, 40.82870101928711,-83.51380157470703,unkown,1,17,18,1
9OI3,small_airport,Johns Landing Airport,Zanesville, 39.89860153198242,-82.11029815673828,unkown,37,54,91,23
9OI5,small_airport,Transportation Research Center of Ohio Airport,East Liberty, 40.308101654052734,-83.54170227050781,unkown,53,78,131,29
9OI6,small_airport,Nesta Airport,Loudenville, 40.6328010559082,-82.17680358886719,unkown,56,76,132,34
9OI7,small_airport,Bayes Airport,Magnetic Springs, 40.3400993347168,-83.28410339355469,unkown,54,59,113,16
9OI8,small_airport,Brothers Aviation Airport,Old Washington, 40.03229904174805,-81.46510314941406,unkown,6,10,16,5
9OK3,small_airport,Flying Eagle Estates Airport,Bartlesville, 36.70370101928711,-95.84049987792969,unkown,32,57,89,16
9OK5,small_airport,Diamond C Ranch Airport,Stratford, 34.77830123901367,-96.92749786376953,unkown,33,35,68,21
9OK7,small_airport,Cimarron Strip,Jennings, 36.18479919433594,-96.55030059814453,unkown,6,22,28,5
9OR0,small_airport,Lafferty Field,Brownsville, 44.315101623535156,-123.0250015258789,unkown,5,3,8,2
9OR1,small_airport,Shaniko Ranch Airport,Shaniko, 45.002899169921875,-120.73999786376953,unkown,0,1,1,0
9OR8,small_airport,Wooldridge Agstrip Airport,Albany, 44.732601165771484,-123.05599975585938,unkown,5,2,7,4
9PA0,small_airport,Lance Airport,Parker Ford, 40.18730163574219,-75.59020233154297,unkown,3,1,4,3
9PA2,small_airport,Old Plains Airport,Pennsburg, 40.394500732421875,-75.44129943847656,unkown,60,66,126,36
9PA3,small_airport,Meadow Strip Ultralightport,Richlandtown, 40.47570037841797,-75.30960083007812,unkown,10,15,25,9
9PA5,small_airport,Solt Field,Leighton, 40.78010177612305,-75.71630096435547,unkown,19,89,108,6
9PA7,small_airport,Keystone Airport,Fort Hill, 39.77280044555664,-79.21109771728516,unkown,6,7,13,5
9PN1,small_airport,Seitz Field,Perryopolis, 40.03900146484375,-79.79000091552734,unkown,49,75,124,28
9PN7,small_airport,Veit Airport,Wysox, 41.81809997558594,-76.4126968383789,unkown,1,6,7,1
9PN8,small_airport,Malinchak Private Airport,Carbondale, 41.625099182099994,-75.53299713130001,unkown,3,3,6,3
9PS2,small_airport,J T Willie Airport,Worthington, 40.80870056152344,-79.6697998046875,unkown,64,40,104,31
9PS8,small_airport,Manor Landing Airport,Gettysburg, 39.8130989074707,-77.29499816894531,unkown,39,7,46,25
9SD8,small_airport,Oakleaf Airport,Hartford, 43.58330154418945,-96.95030212402344,unkown,131,301,432,36
9SD9,small_airport,Weelborg Airport,Dell Rapids, 43.80659866333008,-96.70890045166016,unkown,10,144,154,7
9TA1,small_airport,Hilltop Ranch Airport,New Braunfels, 29.658599853515625,-98.13780212402344,unkown,50,24,74,34
9TA3,small_airport,Rogers Airport,Crosby, 29.87299919128418,-94.9896011352539,unkown,3,5,8,3
9TE0,small_airport,Twin Acres Airport,Scurry, 32.399200439453125,-96.38359832763672,unkown,10,4,14,8
9TE5,small_airport,Kalt Ranch Airport,Fulton, 28.154499053955078,-96.97689819335938,unkown,10,5,15,7
9TE6,small_airport,Rocky Creek Ranch Airport,La Grange, 29.916900634765625,-96.80030059814453,unkown,20,16,36,15
9TE7,small_airport,Flying G H Ranch Airport,Paige, 30.245278,-97.082778,unkown,30,47,77,16
9TN1,small_airport,Versailles Aerodrome,Eagleville, 35.72999954223633,-86.53780364990234,unkown,3,3,6,3
9TN4,small_airport,Foreman Field,Springfield, 36.457698822021484,-86.94599914550781,unkown,69,44,113,35
9TN5,small_airport,Askey Field,Culleoka, 35.45830154418945,-86.95690155029297,unkown,24,35,59,20
9TN9,small_airport,Toy Box Airport,Lebanon, 36.01940155029297,-86.28810119628906,unkown,108,177,285,31
9TS3,small_airport,Simaron Ranch Airport,Waller, 30.148300170898438,-95.96690368652344,unkown,0,2,2,0
9TS6,small_airport,Goodlett Field,Alvarado, 32.37889862060547,-97.17829895019531,unkown,18,17,35,8
9TX1,small_airport,Bar S Ranch Airport,Giddings, 30.143299102783203,-96.8561019897461,unkown,19,40,59,14
9TX2,small_airport,Bennetts Airport,Crandall, 32.63710021972656,-96.4083023071289,unkown,1,2,3,1
9TX4,small_airport,Flying H Ranch Airport,Liberty Hill, 30.65959930419922,-97.91110229492188,unkown,33,72,105,22
9TX5,small_airport,Camp Bullis Als (Cals) Airport,San Antonio, 29.74469948,-98.53720093,unkown,298,365,663,53
9TX7,small_airport,Hitex Private Airport,Pottsboro, 33.841800689697266,-96.6697006225586,unkown,13,16,29,12
9VA0,small_airport,Bath Alum Airport,Warm Springs, 38.0526008605957,-79.72889709472656,unkown,0,3,3,0
9VA1,small_airport,Holly Point Airport,Mathews, 37.405399322509766,-76.38829803466797,unkown,9,72,81,9
9VA3,small_airport,Crippen Creek Farm Airport,Parksley, 37.762901306152344,-75.5718994140625,unkown,2,4,6,2
9VA4,small_airport,Franwood Farms Inc. Airport,New Market, 38.69089889526367,-78.62950134277344,unkown,22,30,52,8
9VG9,small_airport,Jucapa Farms Airport,Winchester, 39.372100830078125,-78.30449676513672,unkown,26,8,34,4
9WA3,small_airport,River Bend Airport,River Bend Lodge, 48.469600677490234,-117.29000091552734,unkown,3,3,6,3
9WA7,small_airport,Albritton Airport,Buckley, 47.215599060058594,-122.13300323486328,unkown,16,13,29,7
9WI2,small_airport,Flying Dollar Ranch Airport,Maribel, 44.287498474121094,-87.7958984375,unkown,0,8,8,0
9WI3,small_airport,Buchholz Farm Airport,Morrison, 44.285499572753906,-87.98680114746094,unkown,1,1,2,1
9WI4,small_airport,Faken Airport,New Berlin, 42.978599548339844,-88.13480377197266,unkown,18,85,103,12
9WI5,small_airport,Tamarack Airport,Palmyra, 42.82830047607422,-88.57450103759766,unkown,99,100,199,45
9WI6,small_airport,Kitty Hawk Estates Airport,Polar, 45.10409927368164,-89.01679992675781,unkown,17,22,39,12
9WI8,small_airport,Fletcher Airport,Spring Prairie, 42.69390106201172,-88.37930297851562,unkown,237,182,419,69
9WI9,small_airport,Carlson Airport,Superior, 46.62080001831055,-92.08190155029297,unkown,1,156,157,1
9WN1,small_airport,Courtney Plummer Airport,Winneconne, 44.10689926147461,-88.68399810791016,unkown,3,3,6,3
9WN2,small_airport,Voyager Village Airstrip,Webster, 45.96659851074219,-92.14600372314453,unkown,8,22,30,7
9WN3,small_airport,Ozaukee Airport,Port Washington, 43.4213981628418,-87.88899993896484,unkown,8,28,36,6
9WN4,closed,Rag Wing Airport,Antigo, 45.084,-89.0298,unkown,22,45,67,20
9WN5,small_airport,Lodi Lakeland Airport,Lodi, 43.33330154418945,-89.52100372314453,unkown,12,10,22,9
9WN9,small_airport,Coloma Municipal Airport,Coloma, 44.060001373291016,-89.56680297851562,unkown,5,13,18,5
9WS2,small_airport,Antique Aerodrome,De Pere, 44.367639,-88.158678,unkown,4,6,10,4
9XA4,small_airport,Chimera Aerodrome,Venus, 32.355752,-97.039822,unkown,4,8,12,3
9XS0,small_airport,Dobbs Ranch Airport,Yoakum, 29.097999572753906,-96.9552993774414,unkown,12,56,68,10
9XS1,small_airport,The Landing Airport,Hill, 31.835599899291992,-96.95279693603516,unkown,18,45,63,11
9XS2,small_airport,Beaver Creek Airport,Sherman, 33.6542626352,-96.77635967730002,unkown,42,21,63,38
9XS4,small_airport,Mc Keon Aviation Airport,Denison, 33.7342987061,-96.626701355,unkown,48,47,95,39
9XS7,small_airport,Reeder Airport,Lone Oak, 32.94710159301758,-95.95860290527344,unkown,24,15,39,12
9XS9,small_airport,Rancho Verde Airport,Brenham, 30.283300399780273,-96.44750213623047,unkown,3,1,4,3
AA00,small_airport,Shump Airport,Talkeetna, 62.51015,-149.926717,Südwest-Pazifik,9,13,22,3
AA05,small_airport,Shelby Strip,Anchorage, 61.507867,-149.078925,Südwest-Pazifik,47,82,129,10
AA06,small_airport,Sixmile Lake Airport,Anchorage, 61.289722,-149.806111,Südwest-Pazifik,15,9,24,13
AA30,small_airport,Trio Estates Airport,Houston, 61.648189,-149.870831,Südwest-Pazifik,2,3,5,1
AK00,small_airport,Anchor River Airpark,Anchor Point, 59.79669952392578,-151.86300659179688,Südwest-Pazifik,13,18,31,8
AK01,small_airport,Alaska Airpark,Sterling, 60.528983,-150.625133,Südwest-Pazifik,26,26,52,9
AK05,small_airport,Breeden Airport,Sterling, 60.54105,-150.599217,Südwest-Pazifik,8,15,23,3
AK07,small_airport,Dog Fish Bay Airport,Nanwalek, 59.24100112915039,-151.8769989013672,Südwest-Pazifik,0,7,7,0
AK08,small_airport,Thomas Strip,Willow, 61.78990173339844,-150.1060028076172,Südwest-Pazifik,75,44,119,21
AK10,small_airport,AK-10 Airstrip,Willow, 61.71721,-150.108992,Südwest-Pazifik,13,8,21,4
AK12,small_airport,Flying Crown Airport,Anchorage, 61.10660171508789,-149.86399841308594,Südwest-Pazifik,55,99,154,19
AK14,small_airport,Turinsky Airstrip,Point Mackenzie, 61.3512992859,-150.089004517,Südwest-Pazifik,1,1,2,1
AK16,small_airport,Sunset Strip,Wasilla, 61.52339935,-149.7149963,Südwest-Pazifik,2,2,4,2
AK17,small_airport,Glacierview Strip,Homer, 59.76359939575195,-151.22300720214844,Südwest-Pazifik,44,183,227,14
AK18,small_airport,Camp Point Airport,Homer, 59.82849884033203,-153.08099365234375,Südwest-Pazifik,25,63,88,7
AK19,small_airport,Carl's Landing Airport,Talkeetna, 62.17390060424805,-150.06399536132812,Südwest-Pazifik,65,77,142,16
AK24,small_airport,Hilltop Airport,Chugiak, 61.41820145,-149.4389954,Südwest-Pazifik,121,103,224,21
AK27,small_airport,Valley Flying Crown Airport,Wasilla, 61.642601013183594,-149.62399291992188,Südwest-Pazifik,2,0,2,2
AK29,small_airport,Reids Landing Airport,Houston, 61.61259841918945,-149.8520050048828,Südwest-Pazifik,1,0,1,1
AK36,small_airport,Point Mac Airport,Point Mackenzie, 61.43600082397461,-150.1219940185547,Südwest-Pazifik,17,10,27,3
AK39,small_airport,South Gasline Airport,Sterling, 60.697200775146484,-150.17999267578125,Südwest-Pazifik,24,100,124,5
AK44,small_airport,Talkeetna Village Strip,Talkeetna, 62.31890106201172,-150.11599731445312,Südwest-Pazifik,15,8,23,6
AK46,small_airport,Abi Airport,Palmer, 61.62879943847656,-149.04299926757812,Südwest-Pazifik,18,11,29,12
AK47,small_airport,Shawn Field,Wasilla, 61.58570098876953,-149.56300354003906,Südwest-Pazifik,3,0,3,3
AK50,small_airport,Sky Ranch At Pioneer Peak Airport,Palmer, 61.55459976196289,-149.1439971923828,Südwest-Pazifik,157,85,242,33
AK54,small_airport,Stro's Airport,Wasilla, 61.657100677490234,-149.3260040283203,Südwest-Pazifik,0,8,8,0
AK55,small_airport,Moose Run Airstrip,Soldotna, 60.489200592041016,-150.802001953125,Südwest-Pazifik,3,8,11,3
AK59,small_airport,King Ranch Airport,Sutton, 61.79560089111328,-148.35499572753906,Südwest-Pazifik,1,3,4,1
AK61,small_airport,Stephan Lake Lodge Airport,Talkeetna, 62.69960021972656,-148.90699768066406,Südwest-Pazifik,0,3,3,0
AK63,small_airport,Pat-Mar Strip,Palmer, 61.588600158691406,-149.14300537109375,Südwest-Pazifik,196,231,427,44
AK65,small_airport,Green's Strip,Wasilla, 61.597900390625,-149.3509979248047,Südwest-Pazifik,16,12,28,10
AK66,small_airport,Hunter Creek Airport,Palmer, 61.46310043334961,-148.8040008544922,Südwest-Pazifik,3,8,11,2
AK67,small_airport,Skid Marks Airport,Willow, 61.73860168457031,-150.072998046875,Südwest-Pazifik,19,3,22,13
AK68,small_airport,Minuteman Strip,Willow, 61.720298767089844,-150.0540008544922,Südwest-Pazifik,35,48,83,7
AK69,small_airport,Long Lake Airport,Willow, 61.72930145263672,-150.09800720214844,Südwest-Pazifik,4,2,6,3
AK72,small_airport,Jewell Airport,Willow, 61.7047004699707,-150.6009979248047,Südwest-Pazifik,116,154,270,7
AK73,small_airport,McGahan Industrial Airpark,Nikishka, 60.7252998352,-151.302001953,Südwest-Pazifik,362,351,713,12
AK79,small_airport,Jolly Field,Wasilla, 61.59355,-149.5665,Südwest-Pazifik,1,0,1,1
AK83,small_airport,Gannon's Landing Airport,Wasilla, 61.62730026245117,-149.60899353027344,Südwest-Pazifik,5,0,5,3
AK84,small_airport,Scooter's Landing Strip,Sterling, 60.52939987182617,-150.83099365234375,Südwest-Pazifik,30,15,45,10
AK85,small_airport,Birchwater Airport,Wasilla, 61.482333,-149.763986,Südwest-Pazifik,1,0,1,1
AK86,small_airport,Kramer Airport,Big Lake, 61.573539,-149.91135,Südwest-Pazifik,18,15,33,11
AK88,small_airport,Eagle Nest Airport,Palmer, 61.604698181152344,-149.0399932861328,Südwest-Pazifik,26,18,44,14
AK89,small_airport,Black Spruce Airport,Houston, 61.65700149536133,-149.83700561523438,Südwest-Pazifik,8,8,16,5
AK90,small_airport,Shirley Lake Airport,Willow, 61.74470138549805,-150.11500549316406,Südwest-Pazifik,23,3,26,10
AK92,small_airport,Martin Airport,Palmer, 61.63800049,-149.029007,Südwest-Pazifik,27,35,62,7
AK93,small_airport,Grouse Ridge Airport,Palmer, 61.65520095825195,-149.2729949951172,Südwest-Pazifik,20,20,40,18
AK95,small_airport,Twin Lake Airport,Big Lake, 61.569801330566406,-149.7790069580078,Südwest-Pazifik,1,2,3,1
AK99,small_airport,Grand Home Airport,Wasilla, 61.446667,-149.761111,Südwest-Pazifik,54,61,115,10
AL01,closed,Bedsole Farm Airport,Claiborne, 31.5585,-87.533301,Südwest-Pazifik,21,46,67,12
AL03,small_airport,Strickland/Smalley Field,Akron, 35.853889,-87.723889,Südwest-Pazifik,0,1,1,0
AL08,small_airport,Perdido Winds Airpark,Elberta, 30.424400329589844,-87.5353012084961,Südwest-Pazifik,231,245,476,12
AL09,small_airport,Cloudmont Airpark,Mentone, 34.53340148925781,-85.59020233154297,Südwest-Pazifik,15,14,29,14
AL10,small_airport,Frerichs Airport,Gurley, 34.65119934082031,-86.41690063476562,Südwest-Pazifik,47,46,93,19
AL15,small_airport,Styron Airport,Foley, 30.402999877929688,-87.72419738769531,Südwest-Pazifik,17,42,59,9
AL16,small_airport,Turkey Creek Airport,Pinson, 33.72679901123047,-86.72360229492188,Südwest-Pazifik,87,611,698,36
AL18,small_airport,Parker Field,Gardendale, 33.67620086669922,-86.86750030517578,Südwest-Pazifik,32,491,523,27
AL27,small_airport,Headquarters Airport,Centre, 34.1057014465332,-85.56580352783203,Südwest-Pazifik,14,30,44,7
AL29,small_airport,New Horizon Airport,Blountsville, 34.12929916381836,-86.63330078125,Südwest-Pazifik,38,37,75,20
AL32,small_airport,Flying BK Ranch Airport,Cedar Bluff, 34.322601,-85.6437,Südwest-Pazifik,6,11,17,5
AL33,small_airport,Sturdy Oak Farm Airport,Perdido, 31.02519989013672,-87.58580017089844,Südwest-Pazifik,26,65,91,15
AL34,small_airport,Elam's Landing Airport,Moulton, 34.446999,-87.386101,Südwest-Pazifik,43,49,92,29
AL35,small_airport,Mc Ginnis Airport,Loxley, 30.619600296,-87.7043991089,Südwest-Pazifik,10,12,22,9
AL37,small_airport,Benedick Airport,Jack, 31.555028,-85.977278,Südwest-Pazifik,19,36,55,16
AL40,small_airport,Bonham Airport,Birmingham, 33.5432014465332,-86.98580169677734,Südwest-Pazifik,1,521,522,1
AL41,small_airport,Freedom Field,Slocomb, 31.115999221801758,-85.62550354003906,Südwest-Pazifik,56,61,117,35
AL54,small_airport,Bird Nest Airport,Winfield, 33.86330032348633,-87.84529876708984,Südwest-Pazifik,0,6,6,0
AL55,small_airport,Shields Airport,Elberta, 30.4419002532959,-87.46389770507812,Südwest-Pazifik,26,24,50,13
AL60,small_airport,Dugger's Field,Ashville, 33.83869934082031,-86.2114028930664,Südwest-Pazifik,10,42,52,10
AL62,small_airport,Striplin Airfield,Hartford, 31.08300018310547,-85.68350219726562,Südwest-Pazifik,65,39,104,26
AL69,small_airport,Vaughn Private Airport,Summerdale, 30.508499145507812,-87.4916000366211,Südwest-Pazifik,4,2,6,4
AL72,closed,Palmer Field,Madison, 34.6954,-86.786102,Südwest-Pazifik,6,63,69,5
AL74,small_airport,Grimes Field,Semmes, 30.764400482177734,-88.30580139160156,Südwest-Pazifik,242,443,685,74
AL77,small_airport,Smart Road Airport,Troy, 31.7406005859375,-86.00700378417969,Südwest-Pazifik,2,13,15,2
AL78,small_airport,Klumpp Airport,Fairhope, 30.526899337768555,-87.85420227050781,Südwest-Pazifik,83,170,253,32
AL81,small_airport,Wallace Field,Robertsdale, 30.550199508666992,-87.58329772949219,Südwest-Pazifik,3,0,3,3
AL84,small_airport,Pecan Ponds Farm Airport,Robertsdale, 30.558500289916992,-87.6041030883789,Südwest-Pazifik,14,12,26,5
AL88,small_airport,Ban Farm Airport,Lillian, 30.426599502563477,-87.4708023071289,Südwest-Pazifik,9,12,21,8
AL89,small_airport,Sommerset Strip,Opelika, 32.71870040893555,-85.36689758300781,Südwest-Pazifik,0,3,3,0
AL93,small_airport,Big Sky Airport,Huntsville, 34.88560104370117,-86.70999908447266,Südwest-Pazifik,27,14,41,12
AL94,small_airport,Evans Field,Wilmer, 30.812700271606445,-88.377197265625,Südwest-Pazifik,27,134,161,14
AL97,small_airport,Williamson Farm Airport,Loxley, 30.644699096679688,-87.66940307617188,Südwest-Pazifik,32,31,63,12
AN01,small_airport,Av Ranch Airport,Klondyke, 32.81669998168945,-110.31700134277344,Südwest-Pazifik,14,69,83,9
AR01,small_airport,Baker Flying Service Airport,Eudora, 33.10850143432617,-91.2500991821289,Südwest-Pazifik,4,11,15,4
AR05,small_airport,John Harris Field,Chickala, 35.21590042114258,-93.30490112304688,Südwest-Pazifik,0,1,1,0
AR06,small_airport,Cantrell Farms Airport,Conway, 35.23249816894531,-92.34329986572266,Südwest-Pazifik,0,2,2,0
AR08,small_airport,Flying Machines Airstrip,Eureka Springs, 36.31529998779297,-93.6666030883789,Südwest-Pazifik,0,2,2,0
AR09,small_airport,Gravette Field,Gravette, 36.413898,-94.438904,Südwest-Pazifik,5,54,59,5
AR10,small_airport,Greenwalt Company Airport,Hazen, 34.80670166015625,-91.6082992553711,Südwest-Pazifik,0,4,4,0
AR11,small_airport,Ozark Aerodrome,Rogers, 36.28889847,-94.09030151,Südwest-Pazifik,20,5,25,5
AR13,small_airport,Pearson Field,Bigelow, 34.98619842529297,-92.63349914550781,Südwest-Pazifik,0,2,2,0
AR17,small_airport,Burns Aerodrome,Palestine, 34.9833984375,-90.91510009765625,Südwest-Pazifik,0,1,1,0
AR18,closed,Gerrard Airport,Marianna, 34.7715,-90.840401,Südwest-Pazifik,3,10,13,3
